isin,name,nse_symbol,bse_code,sector,industry,series,exchange
INE103C01036,SMC Global Securities Limited,SMCGLOBAL,543263,,,EQ,BOTH
INE728B01032,Smiths & Founders (India) Limited,,513418,,,,BSE
INE294B01019,SML Mahindra Limited,SMLMAH,505192,,,EQ,BOTH
INE11XK01017,SMR Jewels Limited,,544774,,,,BSE
INE172E01011,Smruthi Organics Limited,,540686,,,,BSE
INE812G01025,SMS Pharmaceuticals Limited,SMSPHARMA,532815,,,EQ,BOTH
INE673E01018,SMT ENGINEERING LIMITED,,538563,,,,BSE
INE568F01017,SNL Bearings Ltd.,,505827,,,,BSE
INE734N01019,Snowman Logistics Limited,SNOWMAN,538635,,,EQ,BOTH
INE671H01015,Sobha Limited,SOBHA,532784,,,EQ,BOTH
INE754D01018,Sobhagya Mercantile Ltd.,,512014,,,,BSE
INE0Q3401017,Sodhani Academy of Fintech Enablers Limited,,544257,,,,BSE
INE0QU501030,SODHANI CAPITAL LIMITED,,544560,,,,BSE
INE499Q01012,SOFCOM SYSTEMS LIMITED,,538923,,,,BSE
INE562E01021,Softrak Venture Investments Ltd.,,531529,,,,BSE
INE728Z01015,SoftTech Engineers Limited,,543470,,,,BSE
INE343H01029,Solar Industries India Limited,SOLARINDS,532725,,,EQ,BOTH
INE624Z01016,Solara Active Pharma Sciences Limited,SOLARA,541540,,,EQ,BOTH
INE0W0H01017,SOLARIUM GREEN ENERGY LIMITED,,544354,,,,BSE
INE0TY101024,Solarworld Energy Solutions Limited,SOLARWORLD,544532,,,EQ,BOTH
INE880Y01017,Solex Energy Limited,SOLEX,,,,EQ,NSE
INE584G01012,Solid Stone Company Ltd.,,513699,,,,BSE
INE410A01013,Solitaire Machine Tools Ltd,,522152,,,,BSE
INE1IIQ01028,Solvex Edibles Limited,,544539,,,,BSE
INE480C01038,Som Distilleries & Breweries Limited,SDBL,507514,,,EQ,BOTH
INE314C01013,Soma Textiles & Industries Limited,SOMATEX,521034,,,EQ,BOTH
INE355A01028,Somany Ceramics Limited,SOMANYCERA,531548,,,EQ,BOTH
INE323J01019,Somi Conveyor Beltings Limited,SOMICONVEY,533001,,,EQ,BOTH
INE073K01018,Sona BLW Precision Forgings Limited,SONACOMS,543300,,,EQ,BOTH
INE344I01017,Sonal Adhesives Ltd.,,526901,,,,BSE
INE321M01017,Sonal Mercantile Limited,SONAL,538943,,,EQ,BOTH
INE0N5O01013,Sonalis Consumer Products Limited,,543924,,,,BSE
INE00LM01029,SONAM LIMITED,SONAMLTD,,,,EQ,NSE
INE269A01021,Sonata Software Limited,SONATSOFTW,532221,,,EQ,BOTH
INE848R01018,Soni Medicare Limited,,539378,,,,BSE
INE268X01017,Sophia Traexpo Limited,,541633,,,,BSE
INE695C01015,Source Industries (India) Ltd,,521036,,,,BSE
INE679C01027,Source Natural Foods & Herbal Suppl Ltd,,531398,,,,BSE
INE088G01014,South India Paper Mills Ltd.,,516108,,,,BSE
INE980Y01015,South West Pinnacle Exploration Limited,SOUTHWEST,543986,,,EQ,BOTH
INE298B01010,SOUTHERN INFOCONSULTANTS LIMITED,,540174,,,,BSE
INE410M01018,Southern Latex Ltd.,,514454,,,,BSE
INE308N01012,Southern Magnesium And Chemicals Lt,,513498,,,,BSE
INE147A01011,Southern Petrochemicals Industries Corporation  Limited,SPIC,590030,,,EQ,BOTH
INE959D01013,Sovereign Diamonds Ltd,,523826,,,,BSE
INE726X01014,SPA Capital Services Limited,,542376,,,,BSE
INE797Z01028,Space Incubatrics Technologies Limited,,541890,,,,BSE
INE970N01027,Spacenet Enterprises India Limited,SPCENET,,,,EQ,NSE
INE572J01011,Spandana Sphoorty Financial Limited,SPANDANA,542759,,,EQ,BOTH
INE960B01015,SPARC ELECTREX LIMITED,,531370,,,,BSE
INE618F01010,SPARKLE GOLD ROCK LIMITED,,530037,,,,BSE
INE0R0M01014,SPECIALITY MEDICINES LIMITED,,544738,,,,BSE
INE247M01014,Speciality Restaurants Limited,SPECIALITY,534425,,,EQ,BOTH
INE848B01012,Spectra Industries Ltd.,,513687,,,,BSE
INE01EO01010,Spectrum Electrical Industries Limited,SPECTRUM,544386,,,EQ,BOTH
INE547C01018,Spectrum Foods Limited,,531982,,,,BSE
INE497M01015,Speedage Commercials Ltd.,,512291,,,,BSE
INE252A01019,SPEL Semiconductor Ltd.,,517166,,,,BSE
INE020801028,Spencer's Retail Limited,SPENCERS,542337,,,EQ,BOTH
INE175C01018,Spenta International Ltd.,,526161,,,,BSE
INE882D01017,SPICE ISLANDS INDUSTRIES LIMITED,,526827,,,,BSE
INE631E01024,SPICE LOUNGE FOOD WORKS LIMITED,,539895,,,,BSE
INE285B01017,SpiceJet Limited,,500285,,,,BSE
INE10XX01012,SPINAROO COMMERCIAL LIMITED,,544392,,,,BSE
INE978G01016,SPL Industries Limited,SPLIL,532651,,,EQ,BOTH
INE937A01023,SPML Infra Limited,SPMLINFRA,500402,,,EQ,BOTH
INE885H01029,Sportking India Limited,SPORTKING,539221,,,EQ,BOTH
INE537U01037,Sprayking Limited,,540079,,,,BSE
INE179O01031,SPRIGHT AGRO LIMITED,,531205,,,,BSE
INE02ZA01012,SPRINGFORM TECHNOLOGY LIMITED,,501479,,,,BSE
INE177E01010,SPV GLOBAL TRADING LIMITED,,512221,,,,BSE
INE716K01020,Square Four Projects India Limited,,526532,,,,BSE
INE377C01010,Sree chem Resins Ltd,,514248,,,,BSE
INE917H01012,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,532842,,,EQ,BOTH
INE099F01013,Sreeleathers Limited,SREEL,535601,,,EQ,BOTH
INE606K01049,Srestha Finvest Limited,,539217,,,,BSE
INE647A01010,SRF Limited,SRF,503806,,,EQ,BOTH
INE326P01019,SRG FINGROW FINANCE LIMITED,,536710,,,,BSE
INE559N01010,SRG Housing Finance Limited,SRGHFL,534680,,,EQ,BOTH
INE985Q01010,SRI AMARNATH FINANCE LIMITED,,538863,,,,BSE
INE827D01020,Sri Chakra Cement Limited,,518053,,,,BSE
INE293B01029,Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,531322,,,EQ,BOTH
INE009C01019,Sri KPR Industries Ltd,,514442,,,,BSE
INE456D01010,Sri Lakshmi Saraswathi Textiles (Ar,,521161,,,,BSE
INE0V9Q01010,Sri Lotus Developers and Realty Limited,LOTUSDEV,544469,,,EQ,BOTH
INE443E01016,Sri Nachammai Cotton Mills Ltd.,,521234,,,,BSE
INE306D01017,Sri Ramakrishna Mills (Coimbatore) Ltd.,,521178,,,,BSE
INE0RJ901010,SRIGEE DLM LIMITED,,544399,,,,BSE
INE0R6Z01013,SRM Contractors Limited,SRM,544158,,,EQ,BOTH
INE425C01017,SRU Steels Limited,,540914,,,,BSE
INE1U2R01013,SSMD AGROTECH INDIA LIMITED,,544621,,,,BSE
INE838C01011,SSPDL Limited,,530821,,,,BSE
INE820R01017,SSPN Finance Limited,,539026,,,,BSE
INE0RYC01010,Stallion India Fluorochemicals Limited,STALLION,544342,,,EQ,BOTH
INE16QA01011,STANBIK AGRO LIMITED,,544659,,,,BSE
INE502C01039,Standard Batteries Ltd.,,504180,,,,BSE
INE625D01028,Standard Capital Markets Ltd.,,511700,,,,BSE
INE0M4D01010,Standard Engineering Technology Limited,SETL,544333,,,EQ,BOTH
INE173A01025,Standard Industries Limited,SIL,530017,,,EQ,BOTH
INE888N01013,Standard Shoe Sole and Mould (India) Ltd,,523351,,,,BSE
INE307D01015,Standard Surfactants Ltd.,,526231,,,,BSE
INE01A001028,Stanley Lifestyles Limited,STANLEY,544202,,,EQ,BOTH
INE457D01018,Stanpacks (India) Ltd.,,530931,,,,BSE
INE441L01015,Stanrose Mafatlal Investments & Fin,,506105,,,,BSE
INE460H01021,Star Cement Limited,STARCEMENT,540575,,,EQ,BOTH
INE541K01014,STAR DELTA TRANSFORMERS LIMITED,,539255,,,,BSE
INE575P01011,Star Health and Allied Insurance Company Limited,STARHEALTH,543412,,,EQ,BOTH
INE526R01028,STAR HOUSING FINANCE LIMITED,,539017,,,,BSE
INE0YG001013,STAR IMAGING AND PATH LAB LIMITED,,544482,,,,BSE
INE733A01018,Star Paper Mills Limited,STARPAPER,516022,,,EQ,BOTH
INE347I01010,Starcom Information Technology Ltd,,531616,,,,BSE
INE594W01042,STARLINEPS ENTERPRISES LIMITED,,540492,,,,BSE
INE580C01019,Starlog Enterprises Limited,,520155,,,,BSE
INE320M01019,STARSOURCE MULTITRADE LIMITED,,506365,,,,BSE
INE992I01013,Starteck Finance Limited,STARTECK,512381,,,EQ,BOTH
INE062A01020,State Bank of India,SBIN,500112,,,EQ,BOTH
INE114A01011,Steel Authority of India Limited,SAIL,500113,,,EQ,BOTH
INE395H01011,Steel City Securities Limited,STEELCITY,,,,EQ,NSE
INE503B01021,STEEL EXCHANGE INDIA LIMITED,STEELXIND,534748,,,EQ,BOTH
INE205F01016,Steel Strips Infrastructures Limited,,513173,,,,BSE
INE802C01033,Steel Strips Wheels Limited,SSWL,513262,,,EQ,BOTH
INE124E01038,Steelcast Limited,STEELCAS,513517,,,EQ,BOTH
INE0MSK01016,STEELMAN TELECOM LIMITED,,543622,,,,BSE
INE577L01016,Stel Holdings Limited,STEL,533316,,,EQ,BOTH
INE395F01023,STELLANT SECURITIES (INDIA) LIMITED,,526071,,,,BSE
INE325P01011,STELLAR CAPITAL SERVICES LIMITED,,536738,,,,BSE
INE623D01015,Step Two Corporation Ltd.,,531509,,,,BSE
INE00M201021,Sterling and Wilson Renewable Energy Limited,SWSOLAR,542760,,,EQ,BOTH
INE398F01019,Sterling Green  Woods  Limited,,526500,,,,BSE
INE067E01013,Sterling Powergensys Limited,,513575,,,,BSE
INE334A01023,Sterling Tools Limited,STERTOOLS,530759,,,EQ,BOTH
INE089C01029,Sterlite Technologies Limited.,,532374,,,,BSE
INE353H01010,STL Global Limited,SGL,532730,,,EQ,BOTH
INE1VXE01018,STL Networks Limited,,544395,,,,BSE
INE0RGM01016,Storage Technologies and Automation Limited,,544171,,,,BSE
INE00IN01015,Stove Kraft Limited,STOVEKRAFT,543260,,,EQ,BOTH
INE755D01015,Stovec Industries Ltd.,,504959,,,,BSE
INE473C01025,STRATMONT INDUSTRIES LIMITED,,530495,,,,BSE
INE939A01011,Strides Pharma Science Limited,STAR,532531,,,EQ,BOTH
INE958L01034,STRING METAVERSE LIMITED,,534535,,,,BSE
INE00Q601028,Studds Accessories Limited,STUDDS,544599,,,EQ,BOTH
INE239C01020,Stylam Industries Limited,STYLAMIND,526951,,,EQ,BOTH
INE189B01011,Styrenix Performance Materials Limited,STYRENIX,506222,,,EQ,BOTH
INE0U6201010,SUBAM PAPERS LIMITED,,544267,,,,BSE
INE754A01055,Subex  Ltd,,532348,,,,BSE
INE690D01014,Subhash Silk Mills Ltd.,,530231,,,,BSE
INE287B01021,Subros Limited,SUBROS,517168,,,EQ,BOTH
INE618D01015,Sudal Industries Limited,,506003,,,,BSE
INE659A01023,Sudarshan Chemical Industries Limited,SUDARSCHEM,506655,,,EQ,BOTH
INE492A01029,Sudarshan Colorants India Limited,SUDARCOLOR,506390,,,EQ,BOTH
INE00TV01023,SUDARSHAN PHARMA INDUSTRIES LIMITED,,543828,,,,BSE
INE0QPI01025,Sudeep Pharma Limited,SUDEEPPHRM,544619,,,EQ,BOTH
INE691D01012,Suditi Industries Ltd.,,521113,,,,BSE
INE249U01013,Sueryaa Knitwear Limited,,540318,,,,BSE
INE309D01011,Sugal & Damani Share Brokers Ltd.,,511654,,,,BSE
INE0XX801016,SUGS LLOYD LIMITED,,544501,,,,BSE
INE029H01016,Sujala Trading & Holdings Ltd.,,539117,,,,BSE
INE450E01029,Sukhjit Starch & Chemicals Limited,SUKHJITS,524542,,,EQ,BOTH
INE142Q01026,Sula Vineyards Limited,SULA,543711,,,EQ,BOTH
INE673M01029,Sulabh Engineers & Services Limited,,508969,,,,BSE
INE886B01012,Sumedha Fiscal Services Ltd.,,530419,,,,BSE
INE235C01036,Sumeet Industries Limited,SUMEETINDS,514211,,,EQ,BOTH
INE764B01029,Sumeru Industries Ltd.,,530445,,,,BSE
INE258G01013,Sumitomo Chemical India Limited,SUMICHEM,542920,,,EQ,BOTH
INE519C01017,Summit Securities Limited,SUMMITSEC,533306,,,EQ,BOTH
INE232I01014,Sun Pharma Advanced Research Company Limited,SPARC,532872,,,EQ,BOTH
INE044A01036,Sun Pharmaceutical Industries Limited,SUNPHARMA,524715,,,EQ,BOTH
INE206Z01020,Sun Retail Limited,,542025,,,,BSE
INE424H01027,Sun TV Network Limited,SUNTV,532733,,,EQ,BOTH
INE452S01025,Suncare Traders Limited,,539526,,,,BSE
INE584D01019,Suncity Synthetics Ltd.,,530795,,,,BSE
INE073D01013,Sundaram Brake Linings Limited,SUNDRMBRAK,590072,,,EQ,BOTH
INE0Q3R01026,Sundaram Clayton Limited,SUNCLAY,544066,,,EQ,BOTH
INE660A01013,Sundaram Finance Limited,SUNDARMFIN,590071,,,EQ,BOTH
INE108E01023,Sundaram Multi Pap Limited,SUNDARAM,533166,,,EQ,BOTH
INE387A01021,Sundram Fasteners Limited,SUNDRMFAST,500403,,,EQ,BOTH
INE209A01019,Sundrop Brands Limited,SUNDROP,500215,,,EQ,BOTH
INE947A01014,Sunflag Iron And Steel Company Limited,SUNFLAG,500404,,,EQ,BOTH
INE271D01013,Sungold Capital Ltd.,,531433,,,,BSE
INE266S01011,Sungold Media and Entertainment Limited,,541799,,,,BSE
INE224D01012,Sunil Agro Foods ltd.,,530953,,,,BSE
INE671C01016,Sunil Healthcare Limited,,537253,,,,BSE
INE124M01015,Sunil Industries Ltd.,,521232,,,,BSE
INE0Q1S01010,Sunita Tools Limited,,544001,,,,BSE
INE459D01014,Sunraj Diamond Exports Ltd.,,523425,,,,BSE
INE671K01027,SUNRAKSHAKK INDUSTRIES INDIA LIMITED,,539300,,,,BSE
INE0KPY01017,Sunrise Efficient Marketing Limited,,543515,,,,BSE
INE371U01015,Sunrise Industrial Traders Ltd.,,501110,,,,BSE
INE199E01014,Sunshield Chemicals Ltd.,,530845,,,,BSE
INE10CM01027,Sunsky Logistics Limited,,544566,,,,BSE
INE805D01034,Sunteck Realty Limited,SUNTECK,512179,,,EQ,BOTH
INE897A01011,Super Bakers (India) Ltd.,,530735,,,,BSE
INE366G01022,Super Crop Safe Ltd.,,530883,,,,BSE
INE459U01018,SUPER FINE KNITTERS LIMITED,,540269,,,,BSE
INE16IQ01014,Super Iron Foundry Limited,,544381,,,,BSE
INE091C01017,Super Sales India Ltd.,,512527,,,,BSE
INE662A01027,Super Spinning Mills Ltd.,,521180,,,,BSE
INE460D01038,Super Tannery Limited,,523842,,,,BSE
INE712B01010,Superhouse Limited,SUPERHOUSE,523283,,,EQ,BOTH
INE574R01028,Superior Finlease Limited,,539835,,,,BSE
INE843L01012,Superior Industrial Enterprises Limited,,519234,,,,BSE
INE00SY01011,Supershakti Metaliks Limited,,541701,,,,BSE
INE0SC101013,SUPERTECH EV LIMITED,,544428,,,,BSE
INE881B01054,Supertex Industries Ltd,,526133,,,,BSE
INE549S01036,SUPHA PHARMACHEM LIMITED,,539561,,,,BSE
INE268T01015,Supra Pacific Financial Services Limited,,540168,,,,BSE
INE533B01028,Supra Trends Limited,,511539,,,,BSE
INE399C01030,Suprajit Engineering Limited,SUPRAJIT,532509,,,EQ,BOTH
INE822E01011,Supreme Holdings & Hospitality (India) Limited,SUPREME,530677,,,EQ,BOTH
INE195A01028,Supreme Industries Limited,SUPREMEIND,509930,,,EQ,BOTH
INE550H01011,Supreme Infrastructure India Limited,SUPREMEINF,532904,,,EQ,BOTH
INE663A01033,Supreme Petrochem Limited,SPLPETRO,500405,,,EQ,BOTH
INE07RO01027,Supriya Lifescience Limited,SUPRIYA,543434,,,EQ,BOTH
INE843S01025,Suraj Estate Developers Limited,SURAJEST,544054,,,EQ,BOTH
INE170U01011,Suraj Industries Limited.,,526211,,,,BSE
INE713C01016,Suraj Limited,SURAJLTD,531638,,,EQ,BOTH
INE069E01019,Suraj Products Ltd.,,518075,,,,BSE
INE877V01027,Suraksha Diagnostic Limited,SURAKSHA,544293,,,EQ,BOTH
INE272L01022,Surana Solar Limited,SURANASOL,533298,,,EQ,BOTH
INE130B01031,Surana Telecom and Power Limited,SURANAT&P,517530,,,EQ,BOTH
INE936A01025,Surat Trade and Mercantile Limited,,530185,,,,BSE
INE05ST01028,Suratwwala Business Group Limited,SBGLP,543218,,,EQ,BOTH
INE899E01019,Surbhi Industries Limited,,514260,,,,BSE
INE446E01019,Surya India Limited,,539253,,,,BSE
INE335A01020,Surya Roshni Limited,SURYAROSNI,500336,,,EQ,BOTH
INE360J01011,Suryaamba Spinning Mills Limited,,533101,,,,BSE
INE713B01026,Suryalakshmi Cotton Mills Limited,SURYALAXMI,521200,,,EQ,BOTH
INE132C01027,Suryalata Spinning Mills Limited,SURYALA,514138,,,EQ,BOTH
INE565E01016,Suryo Foods & Industries Ltd.,,519604,,,,BSE
INE428Q01011,Suryoday Small Finance Bank Limited,SURYODAY,543279,,,EQ,BOTH
INE2L0V01019,Susan Electricals India Limited,,544793,,,,BSE
INE645H01027,Sutlej Textiles and Industries Limited,SUTLEJTEX,532782,,,EQ,BOTH
INE495B01038,Suven Life Sciences Limited,SUVEN,530239,,,EQ,BOTH
INE936N01010,Suvidha Infraestate Corporation Limited,,531640,,,,BSE
INE018401013,Suvidhaa Infoserve Limited,SUVIDHAA,543281,,,EQ,BOTH
INE07GA01011,Suyog Gurbaxani Funicular Ropeways Limited,,543391,,,,BSE
INE442P01014,Suyog Telematics Limited,SUYOG,537259,,,EQ,BOTH
INE040H01021,Suzlon Energy Limited,SUZLON,532667,,,EQ,BOTH
INE763K01014,SVA India Ltd,,531885,,,,BSE
INE119B01018,Svam Software Ltd,,523722,,,,BSE
INE406N01014,Svaraj Trading & Agencies Ltd.,,503624,,,,BSE
INE730R01042,Svarnim Trade Udyog Limited,,539911,,,,BSE
INE038B01010,SVC INDUSTRIES LIMITED,,524488,,,,BSE
INE308E01029,SVP GLOBAL TEXTILES LIMITED,,505590,,,,BSE
INE0MID01012,SVS VENTURES LIMITED,,543745,,,,BSE
INE716M01034,Swadeshi Industries Leasing Co. Ltd,,506863,,,,BSE
INE243N01029,Swadeshi Polytex Ltd.,,503816,,,,BSE
INE0P4R01017,Swadha Nature Limited,,531039,,,,BSE
INE150R01019,Swagtam Trading & Services Limited,,539406,,,,BSE
INE665A01038,SWAN CORP LIMITED,SWANCORP,503310,,,EQ,BOTH
INE542F01020,SWAN DEFENCE AND HEAVY INDUSTRIES LIMITED,,533107,,,,BSE
INE277A01016,Swaraj Engines Limited,SWARAJENG,500407,,,EQ,BOTH
INE595G01018,Swarna Securities Ltd.,,531003,,,,BSE
INE967A01012,SWARNSARITA JEWELS INDIA LIMITED,,526365,,,,BSE
INE0RDR01012,Swashthik Plascon Limited,,544035,,,,BSE
INE0TIR01017,Swasth Foodtech India Limited,,544368,,,,BSE
INE895A01023,Swasti Vinayaka Art And Heritage Corporation Ltd,,512257,,,,BSE
INE804A01025,Swasti Vinayaka Synthetics Ltd.,,510245,,,,BSE
INE0PTF01017,Swastika Castal Limited,,544452,,,,BSE
INE691C01022,Swastika Investmart Ltd,,530585,,,,BSE
INE210F01016,Swati Projects Limited,,543914,,,,BSE
INE409B01013,Swelect Energy Systems Limited,SWELECTES,532051,,,EQ,BOTH
INE00H001014,Swiggy Limited,SWIGGY,544285,,,EQ,BOTH
INE010C01025,SWISS MILITARY CONSUMER GOODS LIMITED,,523558,,,,BSE
INE311D01017,Switching Technologies Gunther Ltd.,,517201,,,,BSE
INE295B01016,SWOJAS FOODS LIMITED,,530217,,,,BSE
INE706F01021,Sylph Industries Limited,,511447,,,,BSE
INE653R01012,Symbiox Investment & Trading Co. Ltd.,,539278,,,,BSE
INE225D01027,Symphony Limited,SYMPHONY,517385,,,EQ,BOTH
INE312C01025,Syncom Formulations (India) Limited,SYNCOMF,524470,,,EQ,BOTH
INE00QT01015,Synergy Green Industries Limited,SGIL,541929,,,EQ,BOTH
INE398R01022,Syngene International Limited,SYNGENE,539268,,,EQ,BOTH
INE0DYJ01015,Syrma SGS Technology Limited,SYRMA,543573,,,EQ,BOTH
INE121D01036,Syschem (India) Ltd.,,531173,,,,BSE
INE1KLZ01011,SYSTEMATIC INDUSTRIES LIMITED,,544541,,,,BSE
INE356B01024,Systematix Corporate Services Ltd.,,526506,,,,BSE
INE07P301011,Systematix Securities Ltd.,,531432,,,,BSE
INE811B01010,T & I Global Ltd.,,522294,,,,BSE
INE592B01024,T T Limited,TTL,514142,,,EQ,BOTH
INE541C01037,T. Spiritual World Ltd.,,532444,,,,BSE
INE524T01011,Taal Tech Limited,TAALTECH,539956,,,EQ,BOTH
INE385D01029,TAHMAR ENTERPRISES LIMITED,,516032,,,,BSE
INE358D01018,Tai Industries Ltd.,,519483,,,,BSE
INE123C01018,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,507785,,,EQ,BOTH
INE586B01026,Taj GVK Hotels & Resorts Limited,TAJGVK,532390,,,EQ,BOTH
INE142I01023,Take Solutions Ltd,,532890,,,,BSE
INE14OX01013,TAKYON NETWORKS LIMITED,,544471,,,,BSE
INE187D01029,Talbros Automotive Components Limited,TALBROAUTO,505160,,,EQ,BOTH
INE717E01013,TALBROS ENGINEERING LIMITED,,538987,,,,BSE
INE864J01012,Tamboli Industries Limited,TAMBOLIIN,533170,,,EQ,BOTH
INE107A01015,Tamil Nadu Newsprint & Papers Limited,TNPL,531426,,,EQ,BOTH
INE668A01016,Tamilnad Mercantile Bank Limited,TMB,543596,,,EQ,BOTH
INE148A01019,Tamilnadu PetroProducts Limited,TNPETRO,500777,,,EQ,BOTH
INE141D01018,Tamilnadu Telecommunication Limited,TNTELE,523419,,,EQ,BOTH
INE896J01014,TANDHAN INDUSTRIES LIMITED,,512062,,,,BSE
INE692C01020,Taneja Aerospace & Aviation Ltd.,,522229,,,,BSE
INE639B01023,TANFAC Industries Ltd.,,506854,,,,BSE
INE483C01032,Tanla Platforms Limited,TANLA,532790,,,EQ,BOTH
INE978V01015,Tanvi Foods (India) Limited,,540332,,,,BSE
INE614R01014,Taparia Tools Ltd.,,505685,,,,BSE
INE555Z01020,Tara Chand InfraLogistic Solutions Limited,TARACHAND,,,,EQ,NSE
INE906C01016,Tarai Foods Ltd.,,519285,,,,BSE
INE747K01017,Tarapur Transformers Limited,TARAPUR,533203,,,EQ,BOTH
INE0EK901012,TARC Limited,TARC,543249,,,EQ,BOTH
INE849M01017,Tarini International Limited,,538496,,,,BSE
INE924H01018,Tarmat Limited,TARMAT,532869,,,EQ,BOTH
INE144Z01023,Tarsons Products Limited,TARSONS,543399,,,EQ,BOTH
INE552H01017,Tashi India Ltd.,,512271,,,,BSE
INE488B01017,Tasty Bite Eatables Limited,TASTYBITE,519091,,,EQ,BOTH
INE773Y01014,Tasty Dairy Specialities Limited,,540955,,,,BSE
INE976I01016,Tata Capital Limited,TATACAP,544574,,,EQ,BOTH
INE092A01019,Tata Chemicals Limited,TATACHEM,500770,,,EQ,BOTH
INE151A01013,Tata Communications Limited,TATACOMM,500483,,,EQ,BOTH
INE467B01029,Tata Consultancy Services Limited,TCS,532540,,,EQ,BOTH
INE192A01025,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,500800,,,EQ,BOTH
INE670A01012,Tata Elxsi Limited,TATAELXSI,500408,,,EQ,BOTH
INE672A01026,Tata Investment Corporation Limited,TATAINVEST,501301,,,EQ,BOTH
INE1TAE01010,Tata Motors Limited,TMCV,544569,,,EQ,BOTH
INE155A01022,Tata Motors Passenger Vehicles Limited,TMPV,500570,,,EQ,BOTH
INE245A01021,Tata Power Company Limited,TATAPOWER,500400,,,EQ,BOTH
INE081A01020,Tata Steel Limited,TATASTEEL,500470,,,EQ,BOTH
INE142M01025,Tata Technologies Limited,TATATECH,544028,,,EQ,BOTH
INE517B01013,Tata Teleservices (Maharashtra) Limited,TTML,532371,,,EQ,BOTH
INE083G01031,Tatia Global Vennture Limited,,521228,,,,BSE
INE0GK401011,Tatva Chintan Pharma Chem Limited,TATVA,543321,,,EQ,BOTH
INE459Z01017,Taylormade Renewables Limited,,541228,,,,BSE
INE673O01025,TBO Tek Limited,TBOTEK,544174,,,EQ,BOTH
INE887D01016,TCC Concept Limited,TCC,512038,,,EQ,BOTH
INE389D01013,TCFC Finance Ltd,,532284,,,,BSE
INE586V01016,TCI Express Limited,TCIEXP,540212,,,EQ,BOTH
INE911B01018,TCI Finance Limited,,501242,,,,BSE
INE920B01019,TCI Industries Ltd.,,532262,,,,BSE
INE034F01010,TCM Ltd.,,524156,,,,BSE
INE822C01015,TCPL Packaging Limited,TCPLPACK,523301,,,EQ,BOTH
INE419M01027,TD Power Systems Limited,TDPOWERSYS,533553,,,EQ,BOTH
INE289C01025,Team India Guaranty Limited,TEAMGTY,511559,,,EQ,BOTH
INE601A01017,TEAM24 CONSUMER PRODUCTS LIMITED,,500458,,,,BSE
INE985S01024,Teamlease Services Limited,TEAMLEASE,539658,,,EQ,BOTH
INE065J01024,Teamo Productions HQ Limited,TPHQ,533048,,,EQ,BOTH
INE669C01036,Tech Mahindra Limited,TECHM,532755,,,EQ,BOTH
INE0P4P01011,TECHKNOWGREEN SOLUTIONS LIMITED,,543991,,,,BSE
INE0ZHT01012,TECHNICHEM ORGANICS LIMITED,,544327,,,,BSE
INE285K01026,Techno Electric & Engineering Company Limited,TECHNOE,542141,,,EQ,BOTH
INE545H01011,Technocraft Industries (India) Limited,TIIL,532804,,,EQ,BOTH
INE881P01013,Technojet Consultants Ltd.,,509917,,,,BSE
INE0MXP01015,Technopack Polymers Limited,,543656,,,,BSE
INE314H01012,TechNVision Ventures Limited,TECHNVISN,501421,,,EQ,BOTH
INE014B01011,TECIL Chemicals and Hydro Power Limited,TECILCHEM,506680,,,EQ,BOTH
INE757D01011,Teesta Agro Industries Ltd,,524204,,,,BSE
INE011K01018,Tega Industries Limited,TEGA,543413,,,EQ,BOTH
INE010J01012,Tejas Networks Limited,TEJASNET,540595,,,EQ,BOTH
INE173E01019,TEJASSVI AAHARAM LIMITED,,531628,,,,BSE
INE030T01027,Tejnaksh Healthcare Limited,,539428,,,,BSE
INE381G01013,TeleCanor Global Limited,,530595,,,,BSE
INE0SRP01014,TELGE PROJECTS LIMITED,,544544,,,,BSE
INE778I01024,TELOGICA LIMITED,,532975,,,,BSE
INE869Y01010,Tembo Global Industries Limited,TEMBO,,,,EQ,NSE
INE19RI01016,Tenneco Clean Air India Limited,TENNIND,544612,,,EQ,BOTH
INE482B01010,Tera Software Limited,TERASOFT,533982,,,EQ,BOTH
INE390D01011,Terai Tea Co. Ltd.,,530533,,,,BSE
INE122V01010,Terraform Magnum Limited,,506162,,,,BSE
INE123V01018,Terraform Realstate Limited,,512157,,,,BSE
INE594V01028,Texel Industries Ltd.,,526638,,,,BSE
INE435C01024,Texmaco Infrastructure & Holdings Limited,TEXINFRA,505400,,,EQ,BOTH
INE621L01012,Texmaco Rail & Engineering Limited,TEXRAIL,533326,,,EQ,BOTH
INE141K01013,Texmo Pipes and Products Limited,TEXMOPIPES,533164,,,EQ,BOTH
INE797H01018,TGB Banquets And Hotels Limited,TGBHOTELS,532845,,,EQ,BOTH
INE0SMU01015,TGIF AGRIBUSINESS LIMITED,,544175,,,,BSE
INE284B01028,TGV SRAAC LIMITED,,507753,,,,BSE
INE077P01034,Thacker & Co. Ltd.,,509945,,,,BSE
INE403F01017,Thakkers Developers Limited,THAKDEV,526654,,,EQ,BOTH
INE04VT01017,THAKKERS GROUP LIMITED,,507530,,,,BSE
INE190F01028,Thakral Services (India) Limited,,509015,,,,BSE
